Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,PYTHON,SQL,DOCKER,GO,LINUX,GIT,AWS,KUBERNETES,DJANGO,FLASK,MATH,DATA_SCIENCE_LIB
Quantitative Researcher,https://hh.ru/vacancy/110805143,"Hi, Rockits!",не указана,От 1 года до 3 лет,Нет,1,0,0,0,1,0,0,0,0,0,0,0
Data Engineer [Middle],https://hh.ru/vacancy/118177933,Диплей,не указана,От 1 года до 3 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0
Data Engineer (Рекомендательная система),https://hh.ru/vacancy/118241696,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,1
Technical help desk specialist,https://hh.ru/vacancy/118822421,AIRECRUITMENT,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
C#/.NET-разработчик (Система Ведения Тарифов),https://hh.ru/vacancy/117233323,"СИБУР, Группа компаний",не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Главный бизнес-аналитик,https://hh.ru/vacancy/118255940,"МАГНИТ, Розничная сеть",не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Руководитель телемаркетинга,https://hh.ru/vacancy/118916182,IDF Eurasia,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Старший продуктовый аналитик,https://hh.ru/vacancy/118136683,Рокет Тех,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Data scientist (Валидатор моделей банковской и торговой книг),https://hh.ru/vacancy/118573424,СБЕР,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Архитектор,https://hh.ru/vacancy/117933193,Северсталь,не указана,От 3 до 6 лет,Да,1,1,1,1,0,0,0,1,0,0,0,0
Quantitative Developer,https://hh.ru/vacancy/118154886,Trading Integral Solutions,от 5000 до 7000 USD,Более 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0
"Старший Data Scientist, Ранжирование",https://hh.ru/vacancy/98275778,Ozon,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0
ML Engineer,https://hh.ru/vacancy/118603571,Excdev,не указана,От 3 до 6 лет,Да,1,1,0,0,0,1,0,0,0,0,1,1
Data Scientist,https://hh.ru/vacancy/118294468,СБЕР,не указана,От 1 года до 3 лет,Нет,1,1,1,0,0,1,0,0,0,1,0,1
Главный эксперт управления прогнозирования и мониторинга развития группы,https://hh.ru/vacancy/119080758,Федеральная сетевая компания – Россети,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Senior Product analyst (Fintech),https://hh.ru/vacancy/118283856,WILDBERRIES,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0
Системный аналитик СКП,https://hh.ru/vacancy/118065509,JSA Group,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,1,0,0,0,0
Ведущий разработчик моделей,https://hh.ru/vacancy/118131662,Московский Кредитный Банк,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
DevOps - инженер в команду разработки,https://hh.ru/vacancy/115914262,КРОК,не указана,От 3 до 6 лет,Да,1,0,0,1,1,0,0,1,0,0,0,0
Бизнес-аналитик (финмоделирование),https://hh.ru/vacancy/117432727,Банк ВТБ (ПАО),не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,1
Consumer Insights Manager / Researcher / Analyst,https://hh.ru/vacancy/118011888,"Группа компаний «Group4Media», Управляющая компания",не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
ML engineer (офис),https://hh.ru/vacancy/107832089,Security Vision,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,1
Senior Data analyst,https://hh.ru/vacancy/118137059,WILDBERRIES,не указана,Более 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Аналитик данных в Малый и Микро Бизнес,https://hh.ru/vacancy/118658805,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Data Scientist (Middle),https://hh.ru/vacancy/118461280,Лаборатория Касперского,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,1
Data analyst/data scientist на продукт HR MAX,https://hh.ru/vacancy/115480005,X5 Tech,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,0
Data Science Engineer/ Machine Learning Engineer,https://hh.ru/vacancy/116174806,АстраЗенека,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Архитектор MLOps,https://hh.ru/vacancy/119128614,БАНК УРАЛСИБ,не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,0,1,0,0,0,0
Менеджер продукта интернет-эквайринг / Product manager internet acquiring / Банк,https://hh.ru/vacancy/118424641,IDF Eurasia,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Middle+ / Senior ML-инженер,https://hh.ru/vacancy/117722217,Линсофтверпродакшн,от 220000 до 330000 RUR,Более 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,1
Научный сотрудник/программист - математик,https://hh.ru/vacancy/118613467,РЭНЕРА,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Главный аналитик данных,https://hh.ru/vacancy/118132965,"ГРЧЦ, ФГУП",не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
BI-аналитик данных в Спорт Тех,https://hh.ru/vacancy/118329915,ВПА Технологии,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Middle Data Scientist,https://hh.ru/vacancy/116807049,IDF Eurasia,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,1
Системный аналитик (Моделирование РБ),https://hh.ru/vacancy/117769461,Т1,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist / Дата-сайентист,https://hh.ru/vacancy/118309893,Rubbles,от 300000 RUR,От 3 до 6 лет,Да,1,1,1,0,0,0,0,1,0,0,0,0
Data Scientist (Валидация моделей кредитного риска КИБ),https://hh.ru/vacancy/118137807,СБЕР,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Team Lead Data Science,https://hh.ru/vacancy/118194329,"РУСАЛ, Центр подбора персонала",не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0
Продуктовый аналитик на Единую платформу персонализации,https://hh.ru/vacancy/118783848,X5 Tech,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,1,0
"Data Scientist (Deep Learning), Рекомендации и персонализация",https://hh.ru/vacancy/116457750,Ozon,не указана,От 3 до 6 лет,Да,1,0,0,1,0,0,0,0,0,0,0,1
"Бизнес-аналитик (S&OP, диспетчеризация)",https://hh.ru/vacancy/118891306,"СИБУР, Группа компаний",не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Middle Data Engineer,https://hh.ru/vacancy/118493373,Remokate,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Data Engineer,https://hh.ru/vacancy/118991687,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,1
Руководитель направления рисков и рисков контрагентов / Банк,https://hh.ru/vacancy/118727277,IDF Eurasia,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
"Системный архитектор, отдел ИРО",https://hh.ru/vacancy/119086853,ФГБУ ЦСП ФМБА России,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,1,0,0,0
Data Scientist NLP (Центр модельных рисков розничного бизнеса),https://hh.ru/vacancy/118180641,СБЕР,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Ведущий Бизнес-Аналитик/Методолог-консультант внедрения 1С ERP и 1С УХ в холдинге,https://hh.ru/vacancy/119052384,DPG Russia,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist (Recsys),https://hh.ru/vacancy/118457659,Московская Биржа,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,1
Team Lead (Домен ИИ практики по CV/OCR),https://hh.ru/vacancy/118701636,Т1,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,1
Продуктовый аналитик/аналитик данных в Мобильную платформу,https://hh.ru/vacancy/115479023,X5 Tech,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,1,0
Data Engineer (AmazMe),https://hh.ru/vacancy/118243077,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,1
Data Scientist NLP (портал gosuslugi.ru),https://hh.ru/vacancy/115401050,РТЛабс,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,1,0,0,0,1
"Специалист DS NLP (RAG, LLM) (блок ""Сеть Продаж"")",https://hh.ru/vacancy/118992619,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,1
Программист Data Science (распознавание речи),https://hh.ru/vacancy/118805041,1С,не указана,Более 6 лет,Нет,1,0,0,0,1,1,0,0,0,0,0,0
Администратор баз данных,https://hh.ru/vacancy/118197152,LIAN,до 340000 RUR,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
"Medical lead, Oncology launch / Therapeutic area head",https://hh.ru/vacancy/118083675,ANCOR,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Архитектор информационной безопасности (управление данными),https://hh.ru/vacancy/98593754,Ростелеком,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0
Руководитель отдела эксплуатация серверного оборудования,https://hh.ru/vacancy/118568061,WILDBERRIES,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"Разработчик 1С (ЗУП, Охрана Труда, Учебный Центр)",https://hh.ru/vacancy/118076351,LIAN,до 350000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Head of Document Management Department,https://hh.ru/vacancy/118303746,Taitan-fzco,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Senior Python developer,https://hh.ru/vacancy/117105423,СберПраво,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,0,1,1,0,0,0
Research Engineer,https://hh.ru/vacancy/118042918,ОптималФлоу Групп,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,1,1
Team Lead (Домен ИИ модельные сервисы),https://hh.ru/vacancy/118705524,Т1,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0
ML engineer,https://hh.ru/vacancy/117349363,СберПраво,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Менеджер по привлечению бизнеса,https://hh.ru/vacancy/118121337,IDF Eurasia,не указана,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Архитектор MLOps,https://hh.ru/vacancy/118491690,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,1,1,0,0,0,0
Middle/Senior Data Scientist в команду ETA/RTA,https://hh.ru/vacancy/118298668,2ГИС,не указана,От 3 до 6 лет,Да,1,1,1,0,0,1,0,1,0,0,0,1
Менеджер по продажам B2C,https://hh.ru/vacancy/117211227,Skillbox,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Tech Lead Java,https://hh.ru/vacancy/118415727,Альфа-Банк,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,1,0,0,0,0
Дата-сайентист в маркетинг,https://hh.ru/vacancy/118842116,2ГИС,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,0
Data Scientist (Центр модельных рисков сервисных блоков и экосистемы),https://hh.ru/vacancy/118781251,СБЕР,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Архитектор программного обеспечения (Платформа ИИ),https://hh.ru/vacancy/118785122,Кронослаб,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Архитектор КХД,https://hh.ru/vacancy/118522925,Промэкспертиза,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist (Руководитель направления скоринга),https://hh.ru/vacancy/118846249,А ДЕНЬГИ,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Аналитик Senior/ Team lead,https://hh.ru/vacancy/117436925,metaLead,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,1,0,0,1,0,1
Финансовый контролер,https://hh.ru/vacancy/115883882,IDF Eurasia,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Системный администратор,https://hh.ru/vacancy/118572552,Петрович-Тех,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
MLOps инженер,https://hh.ru/vacancy/118117788,Группа компаний Астра,не указана,От 3 до 6 лет,Нет,1,0,1,1,1,1,1,1,0,0,0,0
"Fullstack-разработчик (Python, TS)",https://hh.ru/vacancy/118191437,Рестрим Медиа,не указана,От 1 года до 3 лет,Да,1,1,1,0,0,1,0,0,0,0,0,1
MLSecOps Engineer,https://hh.ru/vacancy/118642249,ФИНАМ,не указана,От 1 года до 3 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0
Продуктовый аналитик,https://hh.ru/vacancy/117472234,БиАйЭй-Технолоджиз,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Data Scientist (NLP),https://hh.ru/vacancy/118084439,Ингосстрах,не указана,От 3 до 6 лет,Да,1,1,1,0,0,0,0,1,0,0,0,0
ML Engineer,https://hh.ru/vacancy/118239080,Hunt For You,не указана,Более 6 лет,Да,1,0,0,0,0,0,1,0,0,0,0,1
Program manager (Департамент данных и рекомендательных систем B2C),https://hh.ru/vacancy/118853484,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по кадровому делопроизводству,https://hh.ru/vacancy/118411147,Отус,от 100000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Главный специалист по менеджменту инцидентов ИБ,https://hh.ru/vacancy/118575203,Газпромнефть-Региональные продажи,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst for FinTech,https://hh.ru/vacancy/108617076,Мунэксперт,от 150000 до 170000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Team Lead Data Science в команду Прогноза промо-продаж,https://hh.ru/vacancy/118077884,X5 Tech,не указана,Более 6 лет,Нет,1,1,1,0,0,0,0,1,0,0,0,0
Дата-сайентист в Маркет,https://hh.ru/vacancy/109934658,Яндекс,не указана,От 3 до 6 лет,Нет,1,1,0,0,1,0,0,0,0,0,0,0
Главный инженер - Data Science,https://hh.ru/vacancy/118487328,СБЕР,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Специалист по эмиссионному антифроду,https://hh.ru/vacancy/118396490,Пэй Энджин,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Руководитель продукта «Оптимизатор и арбитрация» (Data Science),https://hh.ru/vacancy/115619740,Х5 Group,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
PV Lead & Country Safety Head Russia / Руководитель по фармакобезопасности,https://hh.ru/vacancy/118265462,Ventra,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"Руководитель подгруппы Data Science, Рекламный аукцион и управление ставками",https://hh.ru/vacancy/110307284,Ozon,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0
Middle/Senior AI-engineer,https://hh.ru/vacancy/118833104,Честный знак.рф,не указана,От 1 года до 3 лет,Нет,1,1,1,0,0,1,0,1,0,0,0,1
Senior QA automation engineer (Python) тестирование back-end без UI (офис),https://hh.ru/vacancy/110817909,Hyper AdTech,от 200000 до 350000 RUR,Более 6 лет,Нет,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,https://hh.ru/vacancy/118618592,АФЛТ-Системс,не указана,От 3 до 6 лет,Нет,1,0,1,1,0,0,0,1,0,0,0,0
Data Scientist в команду RecSys,https://hh.ru/vacancy/114930420,2ГИС,не указана,От 3 до 6 лет,Да,1,1,0,0,0,1,0,0,0,0,0,1
Владелец регуляторных моделей по малому бизнесу,https://hh.ru/vacancy/119088866,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Архитектор DWH,https://hh.ru/vacancy/109047798,IBS,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist/ML Engineer (команда SmartSearch),https://hh.ru/vacancy/116139971,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Бизнес-партнер по инновациям и финтех-решениям (Банк),https://hh.ru/vacancy/118259220,Cornerstone Russia,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий специалист технической поддержки корпоративных информационных систем,https://hh.ru/vacancy/118558299,"СИБУР, Группа компаний",не указана,От 1 года до 3 лет,Нет,0,1,0,0,1,0,0,0,0,0,0,0
Data Product Manager / Руководитель Data(ML) продуктов,https://hh.ru/vacancy/118689883,Марс,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist (Специалист по языковым моделям),https://hh.ru/vacancy/118080402,СберМобайл,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,1,0,0,0,1
Консультант SAP HCM (PT),https://hh.ru/vacancy/119039804,"СИБУР, Группа компаний",не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
ML Engineer LLM,https://hh.ru/vacancy/117912989,The Skolkovo Institute of Science and Technology,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,1
"Руководитель группы Data Science, Ozon Travel",https://hh.ru/vacancy/116770909,Ozon,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Computer Vision Engineer (CV),https://hh.ru/vacancy/119063526,"Алабуга, ОЭЗ ППТ",от 375000 RUR,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,1
Менеджер по эконометрическому моделированию / Econometrician,https://hh.ru/vacancy/118761725,"Группа компаний «Group4Media», Управляющая компания",не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,1,0
"Старший разработчик Go, Виджеты рекомендаций",https://hh.ru/vacancy/104368503,Ozon,не указана,От 3 до 6 лет,Нет,1,1,0,1,1,0,0,1,0,0,0,0
Business development manager,https://hh.ru/vacancy/118362540,ABCstaff,от 200000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"Руководитель группы Go, Сервисы отбора кандидатов",https://hh.ru/vacancy/117203898,Ozon,не указана,Более 6 лет,Да,1,1,0,1,0,0,0,1,0,0,0,0
Автор дисциплины “Базы данных для компьютерного зрения”,https://hh.ru/vacancy/119121858,Skillbox,не указана,От 1 года до 3 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0
Python разработчик (MLOps) / Инженер поддержки ML-систем,https://hh.ru/vacancy/117449512,Т1,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,1,0,1,0,0,0,0
Senior Data Scientist (GigaChat Pretrain),https://hh.ru/vacancy/117569581,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist NLP (senior),https://hh.ru/vacancy/115553042,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Эксперт ИБ,https://hh.ru/vacancy/118619033,IDF Eurasia,не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Python Developer (ML team),https://hh.ru/vacancy/116791808,Домклик,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,0,0,0,0,0,1
Руководитель Центра знаний (Team Lead Data Scientist),https://hh.ru/vacancy/118618735,Компания БКС,не указана,Более 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Team Lead Backend (Golang),https://hh.ru/vacancy/118297224,Холдем,не указана,Более 6 лет,Да,1,1,0,1,0,0,0,0,0,0,0,0
Senior Product Manager onco,https://hh.ru/vacancy/117565893,АстраЗенека,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,https://hh.ru/vacancy/118001535,ЭР-Телеком,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,1
"Performance Marketing & Customer Acquisition Manager, Colombia",https://hh.ru/vacancy/117551561,Finstar Financial Group,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Scientist в команду ""Разработка AI-решений БСР""",https://hh.ru/vacancy/118264750,СБЕР,не указана,От 3 до 6 лет,Да,1,1,1,0,0,0,0,0,0,1,0,1
Data Science TeamLead в команду рекомендаций,https://hh.ru/vacancy/117472213,АВИТО ТЕХ,не указана,Более 6 лет,Нет,1,0,0,1,0,0,0,0,0,0,0,1
Senior Data Scientist/ML Engineer (команда SmartSearch),https://hh.ru/vacancy/116788944,СБЕР,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist в команду предиктивной аналитики,https://hh.ru/vacancy/115481866,VK,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Автор курса «Аналитик данных +»,https://hh.ru/vacancy/117228070,Яндекс Практикум,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0
Руководитель команды Data Science в AI VK,https://hh.ru/vacancy/112305104,VK,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
MLOps инженер (Портал Москвы),https://hh.ru/vacancy/118810437,ГКУ Инфогород,не указана,От 3 до 6 лет,Да,1,1,1,1,1,0,1,1,0,0,0,1
Senior Data Scientist (Recommender Systems),https://hh.ru/vacancy/115557998,FunCorp,от 5000 до 6500 EUR,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,1
Финансовый аналитик,https://hh.ru/vacancy/118143293,ЧЭМК,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Автор курса «Deep Learning»,https://hh.ru/vacancy/116391259,Яндекс Практикум,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0
"Старший разработчик Go, Рантайм рекомендаций",https://hh.ru/vacancy/105817972,Ozon,не указана,От 3 до 6 лет,Да,1,1,1,1,1,0,0,0,0,0,0,0
Автор курса “Классическое компьютерное зрение”,https://hh.ru/vacancy/118185882,Skillbox,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,1
Lead Data Scientist,https://hh.ru/vacancy/117912295,Эр-1,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,1,0,0,0,0,0,1
"Data Scientist - Специалист по анализу и моделированию данных (офис, Ташкент)",https://hh.ru/vacancy/117151435,AVO.UZ,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
"Автор на курс ""Специалист по Data Science""",https://hh.ru/vacancy/118562501,Яндекс Практикум,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,1
Старший аналитик в долю Поиска,https://hh.ru/vacancy/117034137,Яндекс,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0
Assistant Professor - Data Science&AI (english),https://hh.ru/vacancy/81857296,Университет Иннополис,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Data scientist (LLM в корпоративном кредитовании),https://hh.ru/vacancy/118753687,СБЕР,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
Senior Data Scientist NLP,https://hh.ru/vacancy/115937465,Navio (ООО Автотех),не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,1
"Senior Data Scientist, Рекомендации и персонализация",https://hh.ru/vacancy/118659937,Ozon,не указана,От 3 до 6 лет,Да,1,0,0,1,0,0,0,0,0,0,0,1
Middle+/Senior С# .NET,https://hh.ru/vacancy/117160639,АБК,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,1,0,0,0,0
Middle/Senior Data Scientist в области рекомендательных систем,https://hh.ru/vacancy/118702290,СБЕР,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,1,0,0,0,0,0,1
Assistant/Associate Professor - Software Development and Engineering (english),https://hh.ru/vacancy/81857244,Университет Иннополис,не указана,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0
DevOps инженер (DSAP) Middle/Senior,https://hh.ru/vacancy/110887433,Bell Integrator Регионы,не указана,От 3 до 6 лет,Да,1,1,0,1,1,0,0,1,0,0,0,0
Системный архитектор ML,https://hh.ru/vacancy/118893992,RDP.RU,не указана,От 3 до 6 лет,Да,0,0,1,0,0,0,0,1,0,0,0,0
MLOps-инженер,https://hh.ru/vacancy/118894335,RDP.RU,не указана,От 3 до 6 лет,Да,1,1,0,1,0,1,0,1,0,0,0,1
Руководитель группы эксплуатации систем технического документооборота,https://hh.ru/vacancy/117474471,"СИБУР, Группа компаний",не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Product Engineer / Indie-Hacker / PMM (TypeScript / Go / Data Science),https://hh.ru/vacancy/118960433,Хелоу,не указана,От 3 до 6 лет,Нет,1,0,0,1,0,0,0,1,0,0,0,0
Senior С# .NET,https://hh.ru/vacancy/103575683,АБК,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,1,0,0,0,0
Senior Data Scientist в команду LLM-разметки в AI VK,https://hh.ru/vacancy/116084385,VK,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,1
Консультант Optimacros,https://hh.ru/vacancy/118554173,"СИБУР, Группа компаний",не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аналитик SML-данных,https://hh.ru/vacancy/117426697,i.com,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик на платформе Terrasoft Creatio (BPM'Online),https://hh.ru/vacancy/118274656,"СИБУР, Группа компаний",не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Senior Data Scientist,https://hh.ru/vacancy/118155129,СК Сбербанк страхование жизни,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,0,0,0,0,0,1
Senior Data scientist (Управление рисками корпоративных клиентов),https://hh.ru/vacancy/118724443,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,1
"Director of Human Resources (Bishkek, Kyrgyz Republic)",https://hh.ru/vacancy/118808732,University of Central Asia,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Database Manager (IT) | Cпециалист по внедрению БД (IT),https://hh.ru/vacancy/118105844,Whales DMCC,не указана,От 3 до 6 лет,Да,0,1,1,0,0,0,1,1,0,0,0,0
