Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,PYTHON,JAVA,C_SHARP,GO,NODEJS,SPRING,DJANGO,FLASK,SQL,NOSQL
Frontend-разработчик,https://hh.ru/vacancy/118656064,FarEast,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик Python,https://hh.ru/vacancy/118365073,ArtistHunt,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Frontend-разработчик (JavaScript),https://hh.ru/vacancy/118934615,Кадровое агентство HireWay,от 90000 RUR,Нет опыта,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Фронтенд-разработчик,https://hh.ru/vacancy/118135406,ФГБУ ГИВЦ Минкультуры России,от 200000 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend-разработчик,https://hh.ru/vacancy/118365066,ArtistHunt,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,https://hh.ru/vacancy/118785123,Lofty.,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Frontend-разработчик (корпоративные сервисы),https://hh.ru/vacancy/118752087,DatsTeam,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
.NET-разработчик,https://hh.ru/vacancy/118683482,DCloud,от 200000 до 300000 RUR,От 3 до 6 лет,Да,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Frontend разработчик (React),https://hh.ru/vacancy/118833993,Navio (ООО Автотех),не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle frontend-разработчик (React) (Гибрид),https://hh.ru/vacancy/118121977,Маквес Групп,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle QA,https://hh.ru/vacancy/118185912,ВЭД-Мастер,до 250000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Программист Python,https://hh.ru/vacancy/118362676,Лаборатория моделирования систем,от 190000 RUR,От 3 до 6 лет,Нет,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Middle Manual QA,https://hh.ru/vacancy/100374713,DatsTeam,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle/Senior java разработчик,https://hh.ru/vacancy/118250509,ITFB Group,не указана,От 3 до 6 лет,Да,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Golang developer,https://hh.ru/vacancy/119084548,Ябби,до 220000 RUR,От 1 года до 3 лет,Да,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
Frontend Developer (React/Next.js),https://hh.ru/vacancy/118264287,DevSect,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Mobile QA Engineer (Junior),https://hh.ru/vacancy/118987155,Онпоинт,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Специалист по IT,https://hh.ru/vacancy/118279002,Торгпром,от 300000 до 2500000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Frontend-разработчик (React),https://hh.ru/vacancy/118152914,Цыбизов Владислав,от 130000 до 150000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Quality Assurance Engineer,https://hh.ru/vacancy/119024310,Clear Mind,не указана,От 3 до 6 лет,Да,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
Frontend-разработчик,https://hh.ru/vacancy/118785839,Тайм Проперти,не указана,От 1 года до 3 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Backend-разработчик (Python), удалённо",https://hh.ru/vacancy/118521301,Track Heroes Karting App,от 180000 до 275000 RUR,От 3 до 6 лет,Да,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Web-разработчик (Next.js/React),https://hh.ru/vacancy/118780822,Информационное агенство Планета ОЗ,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Manual QA Engineer,https://hh.ru/vacancy/118508149,Финтех-Маркет,от 80000 RUR,От 1 года до 3 лет,Да,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
Frontend-разработчик (Vue 3),https://hh.ru/vacancy/119003260,ТКХ,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle/middle+ java developer,https://hh.ru/vacancy/119018289,Компания БКС,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Frontend-разработчик,https://hh.ru/vacancy/118573397,Экосистема,от 200000 RUR,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Middle Python разработчик,https://hh.ru/vacancy/118194556,RAZRABOT,от 195000 RUR,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"Frontend-разработчик (ReactJS), удалённо",https://hh.ru/vacancy/118521896,Track Heroes Karting App,от 200000 до 295000 RUR,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Backend Developer,https://hh.ru/vacancy/118784559,Версус Сервис,не указана,Более 6 лет,Нет,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Frontend-разработчик,https://hh.ru/vacancy/118967331,ФГУП НТЦ оборонного комплекса Компас,от 80000 до 120000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Frontend-разработчик (VueJS),https://hh.ru/vacancy/119080235,Brand Analytics,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Python Developer,https://hh.ru/vacancy/119063821,"Бристоль, сеть магазинов",не указана,От 1 года до 3 лет,Да,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
Senior QA инженер,https://hh.ru/vacancy/119082312,Страховая компания Сбербанк страхование,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/118697197,Арго студио,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Frontend Developer (Антибот-сервис),https://hh.ru/vacancy/118442007,Вебмониторэкс,не указана,От 3 до 6 лет,Нет,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Frontend-разработчик (офис),https://hh.ru/vacancy/118982591,Снэп АйТи,от 170000 до 190000 RUR,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Старший Java-разработчик,https://hh.ru/vacancy/119087166,Digital Spirit,не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
Python Backend / NLP Developer,https://hh.ru/vacancy/119031494,Arevord,от 80000 до 140000 RUR,От 1 года до 3 лет,Да,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Frontend-разработчик,https://hh.ru/vacancy/118461315,Снэп АйТи,от 330000 до 350000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior QA-инженер,https://hh.ru/vacancy/119034294,Томору,до 80000 RUR,Нет опыта,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Middle manual QA engineer,https://hh.ru/vacancy/118571801,Юнити Трейд Солюшн,от 180000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java developer,https://hh.ru/vacancy/118494042,Циан,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Junior Python разработчик чат-ботов,https://hh.ru/vacancy/118818910,АйТи Софтвер Солюшинс,от 50000 RUR,От 1 года до 3 лет,Да,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
Frontend-разработчик Junior/Middle,https://hh.ru/vacancy/118876971,Your CodeReview,от 80000 до 120000 RUR,От 1 года до 3 лет,Да,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Manual QA Engineer (defi, blockchain)",https://hh.ru/vacancy/119018616,EmFi Technologies Limited,от 1500 до 2500 USD,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior QA Engineer (backend),https://hh.ru/vacancy/119038811,АТОН,не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
Инженер по тестированию (отдел платформенной разработки),https://hh.ru/vacancy/118747985,VK,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Engineer (Mobile),https://hh.ru/vacancy/119043376,Пикварио Технологии,от 80000 до 120000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Тимлид команды продуктовой разработки,https://hh.ru/vacancy/118809758,Лэтуаль Диджитал,от 450000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Middle Frontend Разработчик (FinTech),https://hh.ru/vacancy/118080489,Щучкина Алла Андреевна,от 200000 RUR,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Frontend-разработчик,https://hh.ru/vacancy/118663324,Rambler&Co,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Senior QA Engineer,https://hh.ru/vacancy/118853083,ГНИВЦ,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Middle Frontend-Разработчик (React, TypeScript)",https://hh.ru/vacancy/118848514,Медиа Бизнес Солюшенс,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Младший тестировщик ПО (Junior QA) (офис),https://hh.ru/vacancy/119120321,Клеверенс Софт,от 45000 до 60000 RUR,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий frontend разработчик (React),https://hh.ru/vacancy/118656767,Ростелеком Информационные Технологии,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Middle Frontend Developer,https://hh.ru/vacancy/117377738,Транио,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Senior Backend Developer,https://hh.ru/vacancy/119087230,Playerok,от 500000 RUR,Более 6 лет,Да,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"Backend developer (Python, FastAPI)",https://hh.ru/vacancy/118260850,KAMAZ DIGITAL,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Web разработчик,https://hh.ru/vacancy/118517453,Data World,от 200000 до 240000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Manual QA,https://hh.ru/vacancy/118072230,Дартс рекрутинг сервисез,не указана,От 3 до 6 лет,Да,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Backend-разработчик (Java),https://hh.ru/vacancy/119070690,Системная Интеграция,не указана,Более 6 лет,Да,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Бэкенд разработчик,https://hh.ru/vacancy/119075779,TirScript,от 100000 RUR,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Product manager,https://hh.ru/vacancy/119140425,Devhunt,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend-разработчик,https://hh.ru/vacancy/118662707,НПЦ ЭЛВИС,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python-разработчик (Django) Junior,https://hh.ru/vacancy/118524767,Саппи Аналитикс,от 60000 RUR,От 1 года до 3 лет,Да,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Frontend-разработчик (Junior),https://hh.ru/vacancy/118772458,MerlionTech,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QA web в команду кросс-сейла,https://hh.ru/vacancy/118184768,Туту,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UX/UI-дизайнер / Продуктовый дизайнер,https://hh.ru/vacancy/118876047,Playerok,от 200000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manual QA Engineer (Middle),https://hh.ru/vacancy/118073685,Трантин Антон Васильевич,от 1200 до 1800 USD,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend-разработчик node js,https://hh.ru/vacancy/119012810,Айтиспортс,от 120000 RUR,От 1 года до 3 лет,Нет,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Backend-разработчик,https://hh.ru/vacancy/118758135,Nanimai,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Middle manual QA specialist (Salesrep.ai),https://hh.ru/vacancy/118610471,Americor Funding Inc,от 1300 USD,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Технический директор (CTO),https://hh.ru/vacancy/118737092,TastyTeam,от 400000 до 800000 RUR,От 1 года до 3 лет,Да,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Python developer на проект ""Ценообразование""",https://hh.ru/vacancy/118964342,"Лента, федеральная розничная сеть",не указана,От 1 года до 3 лет,Да,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
"Python-разработчик (стартап, AI-сфера)",https://hh.ru/vacancy/118547149,Воронин Роман Владимирович,не указана,От 1 года до 3 лет,Да,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
Разработчик Back-End (Node.js/ Go/ Kotlin),https://hh.ru/vacancy/118145716,ТРУД СИ АЙ ЭС,от 150000 до 400000 RUR,От 1 года до 3 лет,Да,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Java-разработчик,https://hh.ru/vacancy/118856468,Микрокредитная Компания Диджитал Мани,от 250000 до 300000 RUR,От 3 до 6 лет,Да,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Разработчик C++ (junior),https://hh.ru/vacancy/119137505,ПроКомплаенс,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Java-разработчик в IT-компанию,https://hh.ru/vacancy/118615363,Selsup,от 100000 до 200000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Python Developer (Middle),https://hh.ru/vacancy/119133755,билайн,не указана,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Middle программист,https://hh.ru/vacancy/119162622,СМТТех,от 140000 RUR,От 3 до 6 лет,Да,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Python-разработчик,https://hh.ru/vacancy/118178168,Ростелеком Информационные Технологии,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
C#/ASP.NET developer,https://hh.ru/vacancy/119165975,Decart IT-production,до 300000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Веб разработчик,https://hh.ru/vacancy/118266235,Employcity,не указана,Нет опыта,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PHP-разработчик,https://hh.ru/vacancy/119111806,Бюро переводов Перевод & Право,от 120000 RUR,От 3 до 6 лет,Да,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Java разработчик (middle+/senior),https://hh.ru/vacancy/119056827,Swordfish Security,не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
Frontend-разработчик,https://hh.ru/vacancy/118354857,AllTrust.me,от 150000 до 200000 RUR,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Старший инженер программист,https://hh.ru/vacancy/118736769,Борисов Евгений Юрьевич,до 5000 USD,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend-разработчик,https://hh.ru/vacancy/119020302,Вижнсервис,от 200000 до 250000 RUR,От 3 до 6 лет,Да,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0
"QA инженер в команду Логистики (Web, Api, Mobile)",https://hh.ru/vacancy/119077869,WILDBERRIES,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Backend Developer,https://hh.ru/vacancy/119028164,Арканит,от 250000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Backend-разработчик PHP / Go,https://hh.ru/vacancy/119134578,Vestan,от 2200 до 3500 EUR,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
.NET Developer,https://hh.ru/vacancy/118959753,ЮНИРЕСТ,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Backend-разработчик (Middle),https://hh.ru/vacancy/118956827,ТехАргос,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
QA Engineer (Web & Mobile) / AQA Mobile Engineer,https://hh.ru/vacancy/118983500,STARTRIBE LTD,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer (Web Team),https://hh.ru/vacancy/118834009,Островок,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Python Developer,https://hh.ru/vacancy/118664375,Шабалов Григорий Павлович,от 250000 до 350000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Golang разработчик,https://hh.ru/vacancy/118365070,ArtistHunt,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
QA manual (Ручной тестировщик),https://hh.ru/vacancy/118566955,WMT,не указана,Более 6 лет,Да,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Backend разработчик (Python),https://hh.ru/vacancy/119089933,"РУСАЛ, Центр подбора персонала",не указана,От 3 до 6 лет,Да,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
Разработчик backend PHP,https://hh.ru/vacancy/119178925,Rightech,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Junior Go Developer,https://hh.ru/vacancy/118223325,AppMaster.io,не указана,От 1 года до 3 лет,Да,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Стажер backend в Яндекс,https://hh.ru/vacancy/118907588,Яндекс,не указана,Нет опыта,Нет,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
